card_id,disp_id,type,date,end_date,card_number
1100,11101,junior,2015-04-10,,4656957684489511
1239,13442,junior,2017-02-02,,5423587896192980
413,2592,junior,2016-07-20,,502033878617
204,1239,junior,2015-05-30,,370713142523943
710,4588,junior,2015-12-10,,4263525063821274077
33,221,junior,2016-12-03,,30351699954120
270,1736,junior,2016-06-17,,30233383608461
403,2538,junior,2016-07-12,,6564740488196805
117,649,junior,2015-11-23,,6011061062914664
287,1819,junior,2016-06-28,,2591463013470266
363,2324,junior,2015-12-11,,3563065227605645
174,1039,junior,2013-12-04,,3542826278178162
621,3970,junior,2015-03-19,,4253531036680
660,4265,junior,2016-08-19,,4464355274505188
939,8217,junior,2016-05-29,,3506419526091181
267,1691,junior,2015-03-09,,30077020993525
666,4328,junior,2014-12-25,,6011931394314827
783,5433,junior,2014-10-24,,4596521267954887053
759,5117,junior,2014-04-18,,6509747404575226
1115,11375,junior,2016-10-03,,180017874121029
946,8359,junior,2017-02-28,,348785976489267
236,1440,junior,2017-01-29,,213129343387379
112,626,junior,2016-01-19,,4134009752104895
1038,9787,junior,2014-03-30,,180005356973298
97,531,junior,2014-09-19,,213194309774275
593,3787,junior,2017-01-06,,4265623267210889
578,3689,junior,2016-02-21,,180079208316360
1040,9890,junior,2014-05-28,,2707369460175848
1043,9974,junior,2015-08-14,,2224628285800821
481,3102,junior,2017-01-06,,2709450549277512
624,3985,junior,2017-02-13,,370828132377751
262,1647,junior,2014-08-24,,373105634878041
763,5138,junior,2013-12-30,,4936603336653
103,584,junior,2015-08-17,,3511250600340415
637,4094,junior,2016-08-06,,4986191556983438306
113,629,junior,2014-11-16,,4778179091647
945,8342,junior,2015-05-09,,3550236707384358
91,504,junior,2016-09-01,,2706183637199156
474,3066,junior,2017-01-24,,4849643353628930
314,1999,junior,2014-01-27,,2225012451317341
121,666,junior,2015-07-22,,6536144801319613
384,2475,junior,2013-09-15,,3545635567952139
720,4674,junior,2017-02-09,,3564882870856807
375,2425,junior,2016-05-17,,36213289487347
1139,11836,junior,2015-03-26,,2709919373456061
725,4715,junior,2015-03-30,,6011162026897829
122,667,junior,2016-07-03,,6598834338495101
137,786,junior,2016-01-10,,3505463253579191
587,3763,junior,2015-08-05,,213162421098733
574,3640,junior,2017-02-23,,4560958992388757931
504,3230,junior,2014-11-06,,180010190558255
162,967,junior,2015-12-23,,4126156548186096367
708,4568,junior,2015-09-24,,36890081742357
28,174,junior,2017-01-22,,36743022793734
393,2498,junior,2014-12-03,,30295545221160
197,1202,junior,2015-10-21,,3541074067286398
622,3981,junior,2016-09-22,,2244953278801644
67,429,junior,2017-01-28,,376332007272944
44,268,junior,2015-05-17,,4335753998694527
779,5323,junior,2014-05-21,,4802881853282
572,3636,junior,2016-05-16,,4266185079277
132,731,junior,2017-02-26,,4670554559846685
482,3104,junior,2017-01-13,,4711431313739178
279,1791,classic,2016-09-21,,4883083042098
724,4701,classic,2017-01-27,,5224966038869005
493,3167,classic,2016-11-30,,3572092763916649
133,742,classic,2016-06-16,,38049135815028
1317,8359,classic,2017-08-14,,4255331681607
671,4345,classic,2016-09-17,,3551965414743295
714,4638,classic,2016-01-09,,570845834904
320,2045,classic,2015-07-11,,213166926892565
545,3458,classic,2014-05-30,,213175355012868
642,4137,classic,2015-12-13,,4409296552640545
1220,13160,classic,2016-08-08,,3581347745409165
296,1876,classic,2014-11-13,,2483235609161231
303,1912,classic,2015-08-01,,675955873970
189,1157,classic,2016-02-19,,3503613647789185
1199,12826,classic,2017-03-09,,2245417198632777
69,438,classic,2016-05-17,,3524743580574081
1138,11825,classic,2016-06-29,,213108905478727
731,4751,classic,2015-06-23,,340336987197990
897,7576,classic,2017-01-18,,3527599289781089
600,3829,classic,2015-05-20,,30459706394816
774,5249,classic,2016-12-25,,3545061209061074
13,87,classic,2013-06-29,,213140633604894
612,3906,classic,2016-09-22,,4627454542015452
464,2984,classic,2014-02-21,,30402236050839
699,4532,classic,2014-09-26,,4955330231543123
1187,12635,classic,2015-07-17,,3539415991963483
149,858,classic,2017-01-07,,4907819106582231
157,907,classic,2015-04-24,,4039288141184273
1234,13386,classic,2016-11-28,,4824133539190590
989,9119,classic,2015-02-21,,4678400943628599
14,112,classic,2015-02-17,,344281386767728
304,1913,classic,2017-01-06,,4306570741754049282
503,3225,classic,2014-03-08,,2281189340018842
1323,3794,classic,2016-07-27,,343898127868266
50,309,classic,2016-05-28,,6548960619192611
652,4211,classic,2014-06-16,,676319835044
688,4472,classic,2016-08-01,,6510261307648038
1318,4201,classic,2017-04-30,,4487637629269781
237,1445,classic,2016-11-25,,3529085354276898
650,4194,classic,2016-10-26,,180049478234171
302,1900,classic,2015-03-31,,6576699771315389
93,510,classic,2016-11-09,,3532025226721155
737,4791,classic,2014-04-13,,3564221950570345
1022,9606,classic,2016-12-13,,3504176380908098
48,295,classic,2017-03-10,,5512878489546613
512,3259,classic,2016-07-24,,378380764620985
342,2157,classic,2014-09-27,,378560352072620
662,4293,classic,2014-05-09,,676104800054
83,483,classic,2017-01-05,,213134444457477
58,358,classic,2017-03-11,,345705880659774
1310,1310,classic,2016-05-03,,4274741365656672209
1118,11393,classic,2016-01-02,,180055728657939
49,305,classic,2016-10-03,,213197198412246
1173,12442,classic,2016-05-08,,676120911307
441,2785,classic,2015-11-05,,5326113806185283
670,4343,classic,2015-08-08,,180077973915424
1039,9837,classic,2014-01-07,,30120361084114
9,76,classic,2016-10-25,,3510134089216612
343,2164,classic,2016-09-21,,3584517520141921
689,4473,classic,2017-01-15,,588022100709
110,608,classic,2016-05-31,,3518312274860426
694,4504,classic,2016-07-24,,2298117960137544
718,4660,classic,2016-08-12,,501815189748
483,3115,classic,2013-11-24,,3521911171505268
94,513,classic,2016-11-06,,6571190327078650
463,2982,classic,2017-02-26,,344062213285450
502,3201,classic,2016-08-22,,2296666564356001
841,6468,classic,2016-03-06,,3512930879505454
15,114,classic,2014-03-05,,4129759646428903
655,4231,classic,2017-02-13,,3504047995663412
312,1971,classic,2015-06-08,,3566167808136193
583,3735,classic,2016-04-24,,4312351064374783971
428,2698,classic,2016-10-13,,2654351721538819
256,1583,classic,2016-05-26,,3523086505869421
628,4007,classic,2016-08-11,,4102829111665
528,3356,classic,2015-10-31,,4594284266452099106
337,2141,classic,2015-01-01,,586086859574
22,138,classic,2016-01-11,,3586917804689173
81,473,classic,2016-12-17,,3529706446090100
140,798,classic,2016-08-22,,3562134681908548
547,3477,classic,2015-10-11,,213179729169156
206,1243,classic,2016-09-22,,3530758195972563
401,2532,classic,2017-01-19,,501853135462
609,3893,classic,2015-12-29,,3578822554228869
150,859,classic,2015-03-30,,3560322714319427
398,2522,classic,2017-02-14,,5350648640277670
1247,13660,classic,2014-06-13,,4384493023558435
119,655,classic,2015-08-08,,4943890244410912
633,4078,classic,2016-10-12,,4121308288867355919
557,3567,classic,2017-01-17,,340351608794828
697,4518,classic,2015-12-11,,502078229783
168,1018,classic,2014-01-24,,6011567110363274
801,5684,classic,2016-06-15,,4424384479698639
185,1098,classic,2016-09-07,,4197407938329879
21,132,classic,2017-02-26,,6011012470987743
590,3769,classic,2016-12-02,,6011434307773254
275,1762,classic,2016-05-20,,3597641703217293
521,3310,classic,2016-12-17,,213144660538587
659,4258,classic,2017-01-08,,675996237649
234,1424,classic,2016-09-29,,6553725852097385
495,3181,classic,2016-09-02,,4395690332211716
608,3890,classic,2016-12-17,,4587758746819495
418,2623,classic,2014-04-14,,4269003674214922920
87,493,classic,2015-11-02,,3500211528404058
152,876,classic,2015-09-16,,2720006582712776
947,8366,classic,2016-11-08,,4572640213347050
648,4188,classic,2016-11-18,,676356398559
68,434,classic,2017-01-31,,347319019647912
190,1165,classic,2016-09-23,,5327394639080482
695,4507,classic,2014-12-15,,3578897208362488
1093,11011,classic,2016-01-20,,4490069894516230
1196,12805,classic,2016-06-27,,4662195519880164
281,1795,classic,2016-12-22,,345196254899388
1111,11288,classic,2015-12-31,,377984606380483
166,999,classic,2014-03-05,,346469393024633
183,1080,classic,2015-05-08,,30555317490115
771,5233,classic,2015-01-08,,3578497549151367
278,1779,classic,2015-08-15,,5412455367069454
380,2434,classic,2016-12-15,,213113272833272
588,3765,classic,2016-07-08,,6521486892137058
92,508,classic,2014-11-20,,340286926625728
507,3245,classic,2016-12-11,,676271369081
364,2329,classic,2015-02-28,,30062163653417
739,4821,classic,2016-12-03,,2379001919862117
254,1578,classic,2016-11-11,,30413132358804
722,4684,classic,2015-11-14,,30127299218144
936,8030,classic,2016-08-02,,2264116374755370
663,4295,classic,2016-08-06,,3525287629986871
497,3184,classic,2014-03-03,,6011003605968948
373,2401,classic,2016-11-18,,3531155477478204
434,2739,classic,2016-12-30,,6011439598515322
51,321,classic,2016-11-21,,6504327511982204
762,5132,classic,2016-11-10,,4368927719224901
606,3883,classic,2015-01-22,,4812350963369201
86,490,classic,2016-11-28,,6520402366767776
537,3405,classic,2016-09-15,,341865142205248
88,496,classic,2015-11-04,,370067416241280
1064,10328,classic,2015-02-17,,30234965937187
70,439,classic,2013-02-08,,213173454090570
772,5243,classic,2015-10-30,,4465459139738069650
118,652,classic,2014-10-22,,5380965134941387
658,4251,classic,2013-12-25,,3520735278742289
387,2481,classic,2016-04-18,,6559838320715910
297,1883,classic,2016-06-15,,2591969891301415
767,5204,classic,2016-09-14,,30171677484506
667,4333,classic,2016-01-31,,30314618890445
226,1378,classic,2016-04-18,,180078554083269
438,2768,classic,2016-10-30,,30196695316620
896,7567,classic,2016-09-18,,376646825422278
266,1690,classic,2016-03-04,,4300955778603633
467,3019,classic,2014-06-05,,6554716701021923
591,3779,classic,2016-07-23,,5464197627725445
45,272,classic,2016-12-05,,4034935953925525
115,638,classic,2016-07-30,,3538005273613368
1087,10887,classic,2015-10-06,,3582430224387851
300,1890,classic,2015-11-20,,4626044307450757039
514,3267,classic,2015-09-10,,639024042751
252,1529,classic,2016-09-02,,2288091834871384
1014,9452,classic,2015-11-02,,4986954455489148609
349,2214,classic,2016-05-26,,4133272936998487194
248,1512,classic,2017-03-01,,3527377882693211
390,2490,classic,2015-10-14,,3518920873091241
454,2921,classic,2016-08-01,,4780113514429
501,3197,classic,2014-07-09,,6545009600011985
713,4627,classic,2014-09-30,,3520436812161850
436,2759,classic,2016-10-09,,6587635410729306
610,3894,classic,2016-08-29,,4206271801010
426,2686,classic,2016-05-09,,4296527525928294
854,6753,classic,2015-10-07,,3541953600425680
350,2226,classic,2016-04-20,,676287141268
977,8968,classic,2015-05-08,,4336583963073657
1330,4764,classic,2017-04-24,,213190740804721
171,1027,classic,2016-03-05,,3560313326251066
188,1146,classic,2013-06-19,,3514091526871019
85,489,classic,2014-12-31,,4743878891757074713
564,3590,classic,2016-05-06,,4535969873455
399,2527,classic,2016-05-22,,213176118069831
194,1182,classic,2016-01-13,,4602050604039984130
356,2268,classic,2016-09-13,,3580899867985985
265,1680,classic,2015-06-28,,5257565971986253
472,3056,classic,2016-11-24,,3520238857889639
258,1607,classic,2016-01-26,,30574059373231
517,3291,classic,2017-01-09,,4918866148154682
1408,1629,classic,2014-06-28,,4145829561938440
803,5727,classic,2017-01-19,,4745033884442
668,4340,classic,2016-01-14,,30568950510206
443,2808,classic,2016-06-29,,3591277484991461
484,3116,classic,2014-07-04,,4069675852020212
82,474,classic,2016-05-07,,4434082240604
90,503,classic,2016-06-04,,4882258173589
326,2104,classic,2016-12-14,,3597637748178722
355,2267,classic,2016-08-28,,4227603182226
202,1228,classic,2015-02-04,,4066944418832210
313,1980,classic,2015-06-17,,4659594562326312
882,7195,classic,2015-09-11,,2256914299166388
778,5275,classic,2014-01-02,,30469597311092
41,256,classic,2016-08-31,,379682685038174
98,537,classic,2014-09-06,,4831483606261928
316,2013,classic,2016-06-17,,4397799189119
408,2560,classic,2015-12-10,,3553684631117682
72,447,classic,2017-03-09,,4164266091004734198
368,2361,classic,2017-01-10,,639053536186
552,3519,classic,2016-10-25,,676367061634
468,3023,classic,2014-01-30,,4710224121130313
553,3522,classic,2016-07-14,,4188570062059818061
57,347,classic,2015-11-09,,30554927956987
1333,3102,classic,2019-01-02,,630478548609
665,4318,classic,2016-03-24,,4570565092686512
120,662,classic,2016-07-03,,4124670552594677877
374,2423,classic,2015-11-08,,3504351591103587
748,4923,classic,2016-06-16,,4636111925632582103
577,3687,classic,2013-02-15,,3593393062752338
84,487,classic,2015-06-26,,213199187765832
376,2428,classic,2013-11-10,,2298764168334256
569,3616,classic,2016-12-12,,4877748518500
664,4316,classic,2016-10-22,,4563402845302
43,267,classic,2016-08-29,,6504747212984094
568,3615,classic,2016-03-05,,4786349697540758
579,3699,classic,2016-11-18,,30008061053820
251,1525,classic,2016-10-23,,6574951849043085
187,1140,classic,2016-09-07,,4565759321720708
353,2259,classic,2016-06-11,,30257740711940
499,3187,classic,2015-04-03,,4127091961125
760,5126,classic,2017-01-19,,378484545679953
223,1353,classic,2014-04-18,,4960994995838400
181,1066,classic,2013-08-19,,4705541419818
340,2155,classic,2017-01-25,,571750709644
347,2184,classic,2016-02-11,,4984413443195174
280,1793,classic,2016-06-22,,344776014490866
532,3382,classic,2016-11-30,,377895125233872
25,158,classic,2016-12-06,,376820615120059
703,4546,classic,2016-09-17,,213137281391931
1059,10235,classic,2016-07-29,,213135506619524
534,3387,classic,2016-01-29,,6011587856893102
159,946,classic,2014-05-01,,4894937407069891
259,1610,classic,2016-09-05,,4886206049787710
359,2299,classic,2016-10-29,,4326801505756430231
723,4699,classic,2016-12-15,,4043668081405
211,1271,classic,2016-06-10,,4037494908868924
540,3425,classic,2016-11-29,,30568234041150
154,887,classic,2016-12-28,,180000093733782
539,3415,classic,2016-04-23,,3595604790340032
732,4763,classic,2013-07-21,,3517034090748517
37,238,classic,2015-04-20,,4703677459450
707,4560,classic,2016-11-21,,2282015699118082
942,8295,classic,2016-12-02,,30461159234879
1230,13312,classic,2017-03-08,,4457222216201905
377,2429,classic,2013-03-03,,2283650278875279
210,1253,classic,2016-02-16,,4281664149873036408
706,4559,classic,2016-01-16,,3577835946573769
471,3037,classic,2016-06-09,,3567646666422208
276,1765,classic,2017-03-07,,30471097054289
106,592,classic,2015-01-14,,4467346803214779
249,1517,classic,2017-02-06,,4045349842335572
175,1040,classic,2016-01-03,,4392643274880173
1103,11189,classic,2014-11-04,,346452787027420
850,6644,classic,2016-01-16,,4927481421802624
18,128,classic,2014-08-25,,213121179798381
1313,4353,classic,2016-02-13,,3509183945468423
611,3896,classic,2016-11-13,,3549050602119783
407,2555,classic,2015-07-11,,4014618920299
679,4416,junior2,2016-03-06,,213168940686890
1251,2888,junior2,2018-04-16,,4297002085104727
214,1292,junior2,2017-01-24,,4968983522457943
232,1396,junior2,2016-05-01,,4689309552037724063
1005,9285,junior2,2012-11-07,,4329304997618329
566,3606,junior2,2016-12-25,,371104980904552
766,5200,junior2,2014-02-11,,3501226961548566
75,457,junior2,2016-07-29,,4749586820180665
243,1478,junior2,2015-12-13,,4867891186031
222,1345,junior2,2016-06-19,,6011296685716555
1293,4094,junior2,2018-05-08,,6519314052810369
617,3944,junior2,2016-04-09,,4126387764730574111
1271,1754,junior2,2016-05-05,,213169753714373
1295,2538,junior2,2018-03-20,,2250652129519949
145,819,junior2,2016-06-17,,347059655765905
38,242,junior2,2015-08-31,,4478222767538197
241,1461,junior2,2016-06-20,,4137653626073
1279,731,junior2,2018-06-19,,3578215570020628
1303,60,junior2,2017-03-12,,4178941947439223
1287,5117,junior2,2015-09-07,,30181923355202
1263,12781,junior2,2018-02-04,,375511451941051
1273,4941,junior2,2018-05-02,,4478651854342115
776,5263,junior2,2015-10-19,,2246673736470422
462,2978,junior2,2014-12-30,,180016123241265
427,2688,junior2,2015-01-25,,3551672367315150
298,1885,junior2,2016-01-17,,30430269110394
1274,4715,junior2,2017-01-24,,6572126389909357
582,3733,junior2,2016-01-22,,30366059371467
1300,221,junior2,2018-04-27,,6594235886956938
225,1359,junior2,2017-03-03,,4546088661509029981
274,1759,junior2,2017-01-21,,4663071554795
675,4376,junior2,2016-06-23,,3523036776535771
410,2569,junior2,2014-07-20,,378728917012866
529,3357,junior2,2017-02-27,,3527347229918787
423,2657,junior2,2015-02-19,,4850567002968908
1036,9735,junior2,2016-01-17,,4516621942694367106
220,1333,junior2,2015-10-13,,2278773843989347
681,4426,junior2,2016-01-22,,3560349220479452
1016,9525,junior2,2016-10-28,,4162751137107425
890,7422,junior2,2015-09-08,,4404349133736
1291,1239,junior2,2015-11-21,,370628099306813
847,6610,junior2,2016-05-20,,370804451587817
229,1384,junior2,2015-04-05,,30162636056147
1258,3787,junior2,2018-01-07,,6011793668599149
1233,13382,junior2,2015-07-06,,3516523284244953
1289,167,junior2,2018-08-30,,371894058919587
1095,11023,junior2,2016-07-28,,38389966665948
1164,12269,junior2,2015-08-12,,6011706177154073
1055,10171,junior2,2015-07-24,,4274634179742603
1105,11237,junior2,2016-12-13,,4835692647450408402
163,984,junior2,2015-09-18,,060481239402
1264,3183,junior2,2018-08-21,,30146088892877
690,4479,junior2,2015-11-07,,4734223449340705
698,4522,junior2,2016-10-07,,4646614202460978
764,5159,junior2,2015-05-29,,4501897588525472
136,778,junior2,2014-07-28,,30246326605352
397,2513,junior2,2014-06-24,,4351737897917401
1010,9413,junior2,2015-10-27,,213144568162761
1025,9625,junior2,2016-09-08,,4524816233089
616,3943,junior2,2016-05-05,,180086202921558
1253,2948,junior2,2018-02-27,,5482581217174049
641,4116,junior2,2015-06-18,,6011521220172497
1284,9974,junior2,2015-08-15,,4189259004907009
391,2493,junior2,2017-02-24,,3547983616749314
127,714,junior2,2015-05-23,,4054095149617307
419,2626,junior2,2017-02-28,,2368004628794905
325,2102,junior2,2016-01-12,,4161099412617
1278,2065,junior2,2018-09-08,,4268104101034
1283,378,junior2,2018-02-17,,4980525090988504
369,2363,junior2,2013-11-08,,213134224193557
601,3830,junior2,2015-10-08,,4974594081655853566
730,4749,junior2,2016-05-02,,6539360423952022
705,4555,junior2,2014-07-12,,4047471202180581679
747,4915,junior2,2013-02-05,,563618939893
781,5366,junior2,2016-07-07,,4877555827181114531
124,688,junior2,2016-10-10,,3511086597366959
1257,900,junior2,2017-11-21,,3560583308421552
1259,4680,junior2,2014-11-29,,4065129064662
372,2395,junior2,2015-03-31,,4108138312213946
10,77,junior2,2015-12-07,,578086042541
786,5478,junior2,2015-12-31,,4188159212984918
1301,4265,junior2,2018-03-07,,4960725794551384
491,3151,junior2,2016-08-21,,373848381528208
309,1946,junior2,2013-09-19,,3529080314164250
1294,11375,junior2,2016-08-20,,4298601509202717
54,334,junior2,2016-01-24,,3534665041927640
104,588,junior2,2013-01-19,,372280995829221
1249,5433,junior2,2017-07-17,,4716997605024215442
494,3173,junior2,2016-06-10,,3584670741651788
381,2440,junior2,2015-10-27,,4654790394884560
59,365,junior2,2016-10-27,,4277680221196022
1265,2324,junior2,2016-10-15,,4755677695806
400,2529,junior2,2016-04-06,,4089715855576525
360,2308,junior2,2017-02-24,,30463865506053
478,3084,junior2,2013-10-09,,213197919212883
470,3036,classic2,2015-09-02,2015-12-22,2299078989459443
283,1800,classic2,2017-02-25,2017-05-23,4494719438790479
490,3136,classic2,2016-02-07,2016-05-03,30026848313218
516,3279,classic2,2015-10-25,,30304845485416
1178,12542,classic2,2016-06-19,,4141803607245155
1203,12893,classic2,2016-09-26,,180069934999126
227,1380,classic2,2015-08-10,,3581262416614441
30,202,classic2,2016-10-01,2016-11-01,4511626349291873989
195,1194,classic2,2016-02-03,,30417792333544
200,1220,classic2,2016-12-09,2017-02-21,6519292105647493
661,4270,classic2,2014-07-03,2014-09-06,30578711723741
513,3260,classic2,2016-03-15,2016-05-18,4133541969982229814
678,4405,classic2,2016-01-20,2016-04-24,3531449700285605
563,3589,classic2,2013-10-21,,6548411095154642
286,1812,classic2,2015-04-21,2015-07-10,2288586880305377
536,3404,classic2,2016-12-13,,6011637636843263
796,5579,classic2,2017-02-20,,4304523574298826565
638,4100,classic2,2016-10-14,2017-02-09,3533147667948649
576,3671,classic2,2016-04-30,2016-07-22,378114327563535
99,548,classic2,2015-10-09,2016-01-16,4012676468344887
215,1296,classic2,2017-03-02,,372575734762199
555,3544,classic2,2016-11-19,2017-03-08,3530215124405231
884,7286,classic2,2016-07-31,2016-10-24,180040849471915
294,1861,classic2,2015-12-04,2016-02-19,502063884022
107,593,classic2,2014-06-27,2014-08-24,6011881342741912
904,7672,classic2,2017-01-22,2017-05-08,4292975956839
643,4157,classic2,2017-03-04,,4728253259162376
329,2122,classic2,2016-11-19,2017-01-31,36267960314352
19,130,classic2,2016-09-09,,180020227374204
213,1289,classic2,2016-06-11,2016-08-30,30471239807198
575,3667,classic2,2016-12-25,2017-03-15,060466297532
596,3811,classic2,2016-10-19,2017-01-08,2226515145153327
40,255,classic2,2015-10-13,2016-02-07,4217921760811
1009,9409,classic2,2016-06-14,2016-10-09,4027540405496805166
656,4235,classic2,2016-10-08,,4044458799931746
598,3821,classic2,2016-08-23,,6514985489353803
607,3885,classic2,2016-05-17,,3548122358740046
1134,11742,classic2,2015-05-31,,375547645073914
562,3583,classic2,2015-11-07,,213101118618403
546,3465,classic2,2016-08-19,2016-10-25,30339964665547
324,2074,classic2,2016-02-19,,346734584367053
518,3292,classic2,2017-02-10,2017-04-30,3515348437739019
327,2117,classic2,2016-10-03,2017-01-20,4964862080867905
736,4789,classic2,2015-08-03,2015-10-02,6011247854400752
476,3079,classic2,2016-07-06,,4941937672268510
726,4721,classic2,2017-02-26,,5248981109746695
108,597,classic2,2016-06-25,2016-09-13,4628732789003508
437,2762,classic2,2013-06-01,2013-08-31,675982064809
891,7434,classic2,2016-12-23,,6504206861213891
625,3987,classic2,2016-07-17,,5173680959269621
814,5911,classic2,2015-02-15,2015-05-19,3520121209587426
11,79,classic2,2016-10-25,2017-01-27,30582550687652
1225,13268,classic2,2014-11-22,2015-02-26,2244014672659565
65,414,classic2,2017-02-02,2017-04-23,4400967660781442
199,1213,classic2,2016-02-07,2016-04-25,3518405960529261
430,2713,classic2,2016-05-26,2016-08-14,4626445149121348
293,1850,classic2,2016-02-17,,4339506988738563
741,4832,classic2,2015-09-11,2015-11-27,2405195070929471
874,7127,classic2,2016-10-07,2016-12-26,30242221924576
305,1914,classic2,2016-05-23,2016-08-12,4318478633866964
208,1246,classic2,2014-02-08,2014-05-17,343357353752231
559,3573,classic2,2014-06-17,,4204212527034
273,1758,classic2,2016-11-07,2017-01-22,6556605002811298
431,2715,classic2,2016-09-12,2016-12-26,379229315220952
433,2724,classic2,2015-12-12,,6570919604759553
130,722,classic2,2016-12-29,,3537448759902692
292,1842,classic2,2016-01-18,2016-04-12,2296809357680324
100,562,classic2,2017-02-21,2017-06-11,060431931173
1056,10220,classic2,2016-11-06,,6011201940984238
791,5521,classic2,2016-05-12,2016-08-19,4191704979787858
139,797,classic2,2016-07-14,,3568562951916771
167,1011,classic2,2014-09-15,2015-02-09,639024051133
565,3601,classic2,2016-01-06,2016-03-31,3572991457769448
1176,12502,classic2,2015-07-03,2015-09-12,30336991700057
105,590,classic2,2016-01-17,2016-05-04,2239900219627171
55,335,classic2,2017-01-25,,3549454423768853
383,2469,classic2,2016-07-30,,3564921434586474
311,1954,classic2,2016-07-01,2016-09-18,372359519434088
348,2203,classic2,2017-02-02,2017-05-05,676147537028
719,4663,classic2,2014-06-24,,30079569620212
3,41,classic2,2014-09-03,2014-10-21,4193777701682439
246,1492,classic2,2017-02-08,2017-06-03,6011455680487717
261,1629,classic2,2014-11-09,2015-01-09,060476625151
382,2445,classic2,2016-11-22,2017-01-14,3561658687624163
672,4349,classic2,2017-03-07,2017-06-13,3598099828680102
379,2431,classic2,2015-01-12,2015-04-06,3509837387735207
1366,548,gold,2015-12-04,,
1347,5128,gold,2017-06-11,,
1349,3667,gold,2017-02-24,,
1363,4405,gold,2017-08-05,,
1370,2320,gold,2017-07-10,,
1354,3601,gold,2017-08-21,,
1340,326,gold,2017-05-13,,
1365,4100,gold,2017-08-19,,
1374,3414,gold,2017-12-25,,
1337,5253,gold,2017-12-11,,
1367,79,gold,2017-04-16,,
1353,3448,gold,2017-10-31,,
1369,7683,gold,2017-07-23,,
475,3075,gold,2017-05-31,,
1373,4553,gold,2017-12-08,,
125,694,gold,2017-12-26,,
389,2489,gold,2017-09-19,,
1345,7127,gold,2017-02-07,,
341,2156,gold,2017-12-06,,
1338,1220,gold,2017-06-03,,
